Label	Time
PreProcessing	0.022135999999999934
Contour Finding	0.023821300000000045
Rotating Pieces	0
Processing Pieces into Grids	1.0505898
Solving the Puzzle	1.0119908
First BKT solution found at 	2.0000000011677344e-07
Choosing the best solution for Jigsaw	2.1354239
Total time	2.1354239
Jigsaw Success	True
Pieces	12
NCC	0.0030765000000001486
Possible Solutions	1
Image size	766.06640625
