Label	Time
PreProcessing	0.008974600000000166
Contour Finding	0.01397870000000001
Rotating Pieces	0
Processing Pieces into Grids	0.9450928000000001
Solving the Puzzle	2.2921072
First BKT solution found at 	1.0000000028043132e-07
Choosing the best solution for Jigsaw	0.017998200000000075
Total time	3.2846861
Jigsaw Success	True
Pieces	12
NCC	0.0030263999999995406
Possible Solutions	1
Image size	840.08203125
