Label	Time
PreProcessing	0.0025365000000001636
Contour Finding	0.013871099999999803
Rotating Pieces	0.005512799999999984
Processing Pieces into Grids	0.03602140000000009
Solving the Puzzle	0.024221500000000118
First BKT solution found at 	3.0000000017516015e-07
Choosing the best solution for Jigsaw	0
Total time	5.6385951
Jigsaw Success	True
Pieces	15
NCC	0
Possible Solutions	0
Image size	18.6728515625
