Label	Time
PreProcessing	0.014241400000000182
Contour Finding	0.02074660000000006
Rotating Pieces	0
Processing Pieces into Grids	0.7971105
Solving the Puzzle	1.2002846000000003
First BKT solution found at 	2.0000000011677344e-07
Choosing the best solution for Jigsaw	0.017496500000000026
Total time	2.0566394
Jigsaw Success	True
Pieces	12
NCC	0.0024532000000001553
Possible Solutions	1
