Label	Time
PreProcessing	0.011200700000000063
Contour Finding	0.017384900000000147
Rotating Pieces	0
Processing Pieces into Grids	0.7776822999999999
Solving the Puzzle	1.7814645
First BKT solution found at 	1.0000000005838672e-07
Choosing the best solution for Jigsaw	0.025176500000000157
Total time	2.6189411
Jigsaw Success	True
Pieces	12
NCC	0.0025726999999999833
Possible Solutions	2
