Label	Time
PreProcessing	0.001963300000000112
Contour Finding	0.01366909999999999
Rotating Pieces	0.005375700000000094
Processing Pieces into Grids	0.03644310000000006
Solving the Puzzle	0.08269979999999988
First BKT solution found at 	1.9999999989472883e-07
Choosing the best solution for Jigsaw	0
Total time	12.7082071
Jigsaw Success	True
Pieces	15
NCC	0
Possible Solutions	0
Image size	18.6728515625
